date,commodity,market_location,price,currency,source,commodity_std,source_type
2016-10-01,Grain,India - Wholesale Price Index,141.3,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2016-10-01,Iron Ore,India - Wholesale Price Index,52.6,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2016-11-01,Coal,India - Wholesale Price Index,106.05,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2016-11-01,Grain,India - Wholesale Price Index,144.0,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2016-11-01,Iron Ore,India - Wholesale Price Index,53.5,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2016-12-01,Coal,India - Wholesale Price Index,106.05,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2016-12-01,Grain,India - Wholesale Price Index,144.166667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2016-12-01,Iron Ore,India - Wholesale Price Index,54.2,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-01-01,Coal,India - Wholesale Price Index,116.9,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-01-01,Grain,India - Wholesale Price Index,144.033333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-01-01,Iron Ore,India - Wholesale Price Index,57.6,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-02-01,Iron Ore,India - Wholesale Price Index,60.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-02-01,Grain,India - Wholesale Price Index,144.266667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-02-01,Coal,India - Wholesale Price Index,120.75,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-03-01,Coal,India - Wholesale Price Index,121.1,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-03-01,Grain,India - Wholesale Price Index,141.766667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-03-01,Iron Ore,India - Wholesale Price Index,62.2,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-04-01,Coal,India - Wholesale Price Index,123.1,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-04-01,Grain,India - Wholesale Price Index,141.4,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-04-01,Iron Ore,India - Wholesale Price Index,68.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-05-01,Coal,India - Wholesale Price Index,123.1,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-05-01,Grain,India - Wholesale Price Index,140.0,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-05-01,Iron Ore,India - Wholesale Price Index,67.3,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-06-01,Coal,India - Wholesale Price Index,123.1,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-06-01,Grain,India - Wholesale Price Index,139.2,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-06-01,Iron Ore,India - Wholesale Price Index,66.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-07-01,Grain,India - Wholesale Price Index,138.566667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-07-01,Iron Ore,India - Wholesale Price Index,63.7,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-07-01,Coal,India - Wholesale Price Index,123.1,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-08-01,Iron Ore,India - Wholesale Price Index,63.9,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-08-01,Grain,India - Wholesale Price Index,139.066667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-08-01,Coal,India - Wholesale Price Index,123.1,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-09-01,Coal,India - Wholesale Price Index,123.1,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-09-01,Grain,India - Wholesale Price Index,138.366667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-09-01,Iron Ore,India - Wholesale Price Index,73.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-10-01,Coal,India - Wholesale Price Index,123.1,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-10-01,Grain,India - Wholesale Price Index,137.766667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-10-01,Iron Ore,India - Wholesale Price Index,73.3,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-11-01,Coal,India - Wholesale Price Index,122.0,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-11-01,Grain,India - Wholesale Price Index,136.466667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-11-01,Iron Ore,India - Wholesale Price Index,75.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2017-12-01,Coal,India - Wholesale Price Index,121.05,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2017-12-01,Grain,India - Wholesale Price Index,136.433333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2017-12-01,Iron Ore,India - Wholesale Price Index,77.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-01-01,Iron Ore,India - Wholesale Price Index,88.4,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-01-01,Grain,India - Wholesale Price Index,136.433333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-01-01,Coal,India - Wholesale Price Index,124.25,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-02-01,Coal,India - Wholesale Price Index,125.35,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-02-01,Grain,India - Wholesale Price Index,137.066667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-02-01,Iron Ore,India - Wholesale Price Index,87.3,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-03-01,Coal,India - Wholesale Price Index,125.35,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-03-01,Grain,India - Wholesale Price Index,136.666667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-03-01,Iron Ore,India - Wholesale Price Index,86.8,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-04-01,Coal,India - Wholesale Price Index,125.5,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-04-01,Grain,India - Wholesale Price Index,136.8,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-04-01,Iron Ore,India - Wholesale Price Index,90.2,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-05-01,Coal,India - Wholesale Price Index,125.5,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-05-01,Grain,India - Wholesale Price Index,136.733333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-05-01,Iron Ore,India - Wholesale Price Index,88.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-06-01,Grain,India - Wholesale Price Index,138.366667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-06-01,Iron Ore,India - Wholesale Price Index,88.7,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-06-01,Coal,India - Wholesale Price Index,125.5,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-07-01,Coal,India - Wholesale Price Index,125.5,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-07-01,Grain,India - Wholesale Price Index,138.366667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-07-01,Iron Ore,India - Wholesale Price Index,92.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-08-01,Coal,India - Wholesale Price Index,125.5,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-08-01,Grain,India - Wholesale Price Index,140.4,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-08-01,Iron Ore,India - Wholesale Price Index,87.6,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-09-01,Coal,India - Wholesale Price Index,125.9,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-09-01,Grain,India - Wholesale Price Index,141.8,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-09-01,Iron Ore,India - Wholesale Price Index,93.7,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-10-01,Coal,India - Wholesale Price Index,126.15,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-10-01,Grain,India - Wholesale Price Index,143.566667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-10-01,Iron Ore,India - Wholesale Price Index,96.8,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-11-01,Iron Ore,India - Wholesale Price Index,95.3,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2018-11-01,Grain,India - Wholesale Price Index,144.466667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-11-01,Coal,India - Wholesale Price Index,126.15,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-12-01,Coal,India - Wholesale Price Index,126.15,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2018-12-01,Grain,India - Wholesale Price Index,147.133333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2018-12-01,Iron Ore,India - Wholesale Price Index,91.7,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-01-01,Coal,India - Wholesale Price Index,126.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-01-01,Grain,India - Wholesale Price Index,151.133333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-01-01,Iron Ore,India - Wholesale Price Index,84.8,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-02-01,Coal,India - Wholesale Price Index,126.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-02-01,Grain,India - Wholesale Price Index,155.566667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-02-01,Iron Ore,India - Wholesale Price Index,80.2,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-03-01,Coal,India - Wholesale Price Index,126.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-03-01,Grain,India - Wholesale Price Index,156.766667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-03-01,Iron Ore,India - Wholesale Price Index,91.7,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-04-01,Grain,India - Wholesale Price Index,157.9,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-04-01,Iron Ore,India - Wholesale Price Index,91.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-04-01,Coal,India - Wholesale Price Index,126.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-05-01,Grain,India - Wholesale Price Index,157.933333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-05-01,Iron Ore,India - Wholesale Price Index,89.2,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-05-01,Coal,India - Wholesale Price Index,126.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-06-01,Iron Ore,India - Wholesale Price Index,93.7,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-06-01,Grain,India - Wholesale Price Index,159.466667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-06-01,Coal,India - Wholesale Price Index,126.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-07-01,Coal,India - Wholesale Price Index,126.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-07-01,Grain,India - Wholesale Price Index,162.933333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-07-01,Iron Ore,India - Wholesale Price Index,93.9,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-08-01,Coal,India - Wholesale Price Index,126.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-08-01,Grain,India - Wholesale Price Index,165.366667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-08-01,Iron Ore,India - Wholesale Price Index,92.8,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-09-01,Coal,India - Wholesale Price Index,127.75,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-09-01,Grain,India - Wholesale Price Index,166.866667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-09-01,Iron Ore,India - Wholesale Price Index,85.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-10-01,Coal,India - Wholesale Price Index,130.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-10-01,Grain,India - Wholesale Price Index,167.2,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-10-01,Iron Ore,India - Wholesale Price Index,87.6,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-11-01,Iron Ore,India - Wholesale Price Index,82.8,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2019-11-01,Grain,India - Wholesale Price Index,164.466667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-11-01,Coal,India - Wholesale Price Index,130.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-12-01,Coal,India - Wholesale Price Index,130.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2019-12-01,Grain,India - Wholesale Price Index,165.5,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2019-12-01,Iron Ore,India - Wholesale Price Index,89.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-01-01,Coal,India - Wholesale Price Index,130.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-01-01,Grain,India - Wholesale Price Index,167.4,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-01-01,Iron Ore,India - Wholesale Price Index,88.8,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-02-01,Coal,India - Wholesale Price Index,130.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-02-01,Grain,India - Wholesale Price Index,162.933333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-02-01,Iron Ore,India - Wholesale Price Index,92.6,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-03-01,Coal,India - Wholesale Price Index,130.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-03-01,Grain,India - Wholesale Price Index,158.966667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-03-01,Iron Ore,India - Wholesale Price Index,93.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-04-01,Grain,India - Wholesale Price Index,157.633333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-04-01,Iron Ore,India - Wholesale Price Index,89.5,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-04-01,Coal,India - Wholesale Price Index,130.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-05-01,Coal,India - Wholesale Price Index,130.3,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-05-01,Grain,India - Wholesale Price Index,157.033333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-05-01,Iron Ore,India - Wholesale Price Index,86.1,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-06-01,Coal,India - Wholesale Price Index,130.3,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-06-01,Grain,India - Wholesale Price Index,154.766667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-06-01,Iron Ore,India - Wholesale Price Index,79.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-07-01,Coal,India - Wholesale Price Index,130.3,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-07-01,Grain,India - Wholesale Price Index,153.5,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-07-01,Iron Ore,India - Wholesale Price Index,80.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-08-01,Coal,India - Wholesale Price Index,130.3,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-08-01,Grain,India - Wholesale Price Index,152.666667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-08-01,Iron Ore,India - Wholesale Price Index,85.8,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-09-01,Iron Ore,India - Wholesale Price Index,94.9,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-09-01,Grain,India - Wholesale Price Index,149.466667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-09-01,Coal,India - Wholesale Price Index,130.3,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-10-01,Coal,India - Wholesale Price Index,130.35,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-10-01,Grain,India - Wholesale Price Index,146.433333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-10-01,Iron Ore,India - Wholesale Price Index,95.8,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-11-01,Coal,India - Wholesale Price Index,130.45,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-11-01,Grain,India - Wholesale Price Index,146.866667,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-11-01,Iron Ore,India - Wholesale Price Index,105.9,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2020-12-01,Coal,India - Wholesale Price Index,130.85,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2020-12-01,Grain,India - Wholesale Price Index,146.4,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2020-12-01,Iron Ore,India - Wholesale Price Index,114.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2021-01-01,Coal,India - Wholesale Price Index,130.85,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-01-01,Grain,India - Wholesale Price Index,145.933333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-01-01,Iron Ore,India - Wholesale Price Index,122.6,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2021-02-01,Grain,India - Wholesale Price Index,145.533333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-02-01,Iron Ore,India - Wholesale Price Index,128.9,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2021-02-01,Coal,India - Wholesale Price Index,130.85,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-03-01,Grain,India - Wholesale Price Index,145.9,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-03-01,Iron Ore,India - Wholesale Price Index,141.6,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
2021-03-01,Coal,India - Wholesale Price Index,130.85,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-04-01,Coal,India - Wholesale Price Index,130.85,INDEX,"Office of Economic Adviser, India - WPI (Coking + Non-Coking Coal composite)",COAL,OBSERVED_ORIGINAL
2021-04-01,Grain,India - Wholesale Price Index,149.333333,INDEX,"Office of Economic Adviser, India - WPI (Wheat + Maize + Rice composite)",GRAIN,OBSERVED_ORIGINAL
2021-04-01,Iron Ore,India - Wholesale Price Index,149.0,INDEX,"Office of Economic Adviser, India - WPI (direct series)",IRON_ORE,OBSERVED_ORIGINAL
