date,indicator_name,value,unit,source,source_type
2023-01-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-01-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-01-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-01-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-01-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-02-01,COKING_COAL_SHIPPING_DEMAND_PROXY,140.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-02-01,GRAIN_SHIPPING_DEMAND_PROXY,112.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-02-01,IRON_ORE_SHIPPING_DEMAND_PROXY,112.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-02-01,PALM_OIL_SHIPPING_DEMAND_PROXY,224.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-02-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,168.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-02-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,84.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-03-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-03-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-03-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-03-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-03-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-03-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-04-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-04-01,Coal Import Value from Australia,10829.6,USD Million,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2023-04-01,Coal Import Value from Indonesia,9942.26,USD Million,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2023-04-01,Coal Import Value from Mozambique,1370.33,USD Million,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2023-04-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-04-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-04-01,Iron Ore Import Value from Australia,331.48,USD Million,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2023-04-01,Iron Ore Import Value from Mozambique,0.0,USD Million,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2023-04-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-04-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-04-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-05-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-05-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-05-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-05-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-05-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-05-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-06-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-06-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-06-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-06-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-06-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-06-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-07-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-07-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-07-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-07-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-07-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-07-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-08-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-08-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-08-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-08-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-08-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-08-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-09-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-09-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-09-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-09-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-09-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-09-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-10-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-10-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-10-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-10-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-10-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-10-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-11-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-11-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-11-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-11-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-11-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-11-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-12-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-12-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-12-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-12-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-12-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2023-12-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-01-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-01-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-01-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-01-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-01-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-01-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-02-01,COKING_COAL_SHIPPING_DEMAND_PROXY,145.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-02-01,GRAIN_SHIPPING_DEMAND_PROXY,116.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-02-01,IRON_ORE_SHIPPING_DEMAND_PROXY,116.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-02-01,PALM_OIL_SHIPPING_DEMAND_PROXY,232.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-02-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,174.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-02-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,87.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-03-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-03-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-03-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-03-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-03-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-03-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-04-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-04-01,Coal Import Value from Australia,6909.68,USD Million,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2024-04-01,Coal Import Value from Indonesia,8484.83,USD Million,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2024-04-01,Coal Import Value from Mozambique,1129.11,USD Million,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2024-04-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-04-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-04-01,Iron Ore Import Value from Australia,263.27,USD Million,PRESERVED: original supplied trade-demand dataset,OBSERVED_ORIGINAL
2024-04-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-04-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-04-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-05-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-05-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-05-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-05-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-05-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-05-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-06-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-06-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-06-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-06-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-06-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-06-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-07-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-07-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-07-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-07-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-07-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-07-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-08-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-08-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-08-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-08-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-08-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-08-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-09-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-09-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-09-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-09-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-09-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-09-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-10-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-10-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-10-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-10-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-10-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-10-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-11-01,COKING_COAL_SHIPPING_DEMAND_PROXY,150.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-11-01,GRAIN_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-11-01,IRON_ORE_SHIPPING_DEMAND_PROXY,120.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-11-01,PALM_OIL_SHIPPING_DEMAND_PROXY,240.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-11-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,180.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-11-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,90.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-12-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-12-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-12-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-12-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-12-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2024-12-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-01-01,COKING_COAL_SHIPPING_DEMAND_PROXY,155.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-01-01,GRAIN_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-01-01,IRON_ORE_SHIPPING_DEMAND_PROXY,124.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-01-01,PALM_OIL_SHIPPING_DEMAND_PROXY,248.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-01-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,186.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-01-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,93.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-02-01,COKING_COAL_SHIPPING_DEMAND_PROXY,140.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-02-01,GRAIN_SHIPPING_DEMAND_PROXY,112.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-02-01,IRON_ORE_SHIPPING_DEMAND_PROXY,112.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-02-01,PALM_OIL_SHIPPING_DEMAND_PROXY,224.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-02-01,POL/CRUDE_SHIPPING_DEMAND_PROXY,168.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
2025-02-01,THERMAL_COAL_SHIPPING_DEMAND_PROXY,84.0,ROUTE OBSERVATIONS,DERIVED: monthly historical freight route activity; demand proxy,DERIVED_PROXY
