date,port_or_benchmark,fuel_type,price,currency,unit,region,source
2020-05-10,Paradip,Marine Fuel 0.5% / MFO 0.5%,298.850959,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-10,Paradip,HFHSD / LSHF HSD,377.656986,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-10,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,298.850959,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-10,Kamarajar Port (Ennore),HFHSD / LSHF HSD,376.10863,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-10,Haldia,Marine Fuel 0.5% / MFO 0.5%,298.850959,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-10,Haldia,HFHSD / LSHF HSD,388.674932,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-10,Chennai,Marine Fuel 0.5% / MFO 0.5%,298.850959,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-10,Chennai,HFHSD / LSHF HSD,376.10863,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-10,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,298.850959,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,Visakhapatnam,HFHSD / LSHF HSD,379.836795,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,299.403233,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,380.878493,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,Paradip,Marine Fuel 0.5% / MFO 0.5%,299.403233,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,Paradip,HFHSD / LSHF HSD,378.282411,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,299.403233,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,Kamarajar Port (Ennore),HFHSD / LSHF HSD,376.739096,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,Haldia,Marine Fuel 0.5% / MFO 0.5%,299.403233,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,Haldia,HFHSD / LSHF HSD,389.294055,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,Chennai,Marine Fuel 0.5% / MFO 0.5%,299.403233,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,Chennai,HFHSD / LSHF HSD,376.739096,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-11,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,299.403233,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,299.955507,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,Visakhapatnam,HFHSD / LSHF HSD,380.462082,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,299.955507,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,381.522603,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,Paradip,Marine Fuel 0.5% / MFO 0.5%,299.955507,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,Paradip,HFHSD / LSHF HSD,378.907836,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,299.955507,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,Haldia,Marine Fuel 0.5% / MFO 0.5%,299.955507,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,Haldia,HFHSD / LSHF HSD,389.913178,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,Chennai,Marine Fuel 0.5% / MFO 0.5%,299.955507,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,Chennai,HFHSD / LSHF HSD,377.369562,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-12,Kamarajar Port (Ennore),HFHSD / LSHF HSD,377.369562,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,Paradip,Marine Fuel 0.5% / MFO 0.5%,300.507781,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,Visakhapatnam,HFHSD / LSHF HSD,381.08737,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,300.507781,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,382.166712,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,Paradip,HFHSD / LSHF HSD,379.53326,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,300.507781,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,Kamarajar Port (Ennore),HFHSD / LSHF HSD,378.000027,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,Haldia,Marine Fuel 0.5% / MFO 0.5%,300.507781,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,Haldia,HFHSD / LSHF HSD,390.532301,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,Chennai,Marine Fuel 0.5% / MFO 0.5%,300.507781,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,Chennai,HFHSD / LSHF HSD,378.000027,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-13,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,300.507781,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,301.060055,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,Visakhapatnam,HFHSD / LSHF HSD,381.712658,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,301.060055,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,382.810822,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,Paradip,Marine Fuel 0.5% / MFO 0.5%,301.060055,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,Paradip,HFHSD / LSHF HSD,380.158685,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,301.060055,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,Kamarajar Port (Ennore),HFHSD / LSHF HSD,378.630493,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,Haldia,Marine Fuel 0.5% / MFO 0.5%,301.060055,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,Haldia,HFHSD / LSHF HSD,391.151425,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,Chennai,Marine Fuel 0.5% / MFO 0.5%,301.060055,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-14,Chennai,HFHSD / LSHF HSD,378.630493,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,Visakhapatnam,HFHSD / LSHF HSD,382.337945,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,301.612329,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,383.454932,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,Paradip,Marine Fuel 0.5% / MFO 0.5%,301.612329,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,Paradip,HFHSD / LSHF HSD,380.78411,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,301.612329,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,Kamarajar Port (Ennore),HFHSD / LSHF HSD,379.260959,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,Haldia,Marine Fuel 0.5% / MFO 0.5%,301.612329,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,Haldia,HFHSD / LSHF HSD,391.770548,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,Chennai,Marine Fuel 0.5% / MFO 0.5%,301.612329,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,Chennai,HFHSD / LSHF HSD,379.260959,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-15,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,301.612329,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,Visakhapatnam,HFHSD / LSHF HSD,382.963233,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,302.164603,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,384.099041,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,Paradip,Marine Fuel 0.5% / MFO 0.5%,302.164603,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,Paradip,HFHSD / LSHF HSD,381.409534,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,302.164603,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,Kamarajar Port (Ennore),HFHSD / LSHF HSD,379.891425,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,Haldia,Marine Fuel 0.5% / MFO 0.5%,302.164603,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,Haldia,HFHSD / LSHF HSD,392.389671,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,Chennai,Marine Fuel 0.5% / MFO 0.5%,302.164603,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,Chennai,HFHSD / LSHF HSD,379.891425,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-16,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,302.164603,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,302.716877,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,Visakhapatnam,HFHSD / LSHF HSD,383.588521,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,302.716877,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,384.743151,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,Paradip,Marine Fuel 0.5% / MFO 0.5%,302.716877,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,Paradip,HFHSD / LSHF HSD,382.034959,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,302.716877,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,Haldia,Marine Fuel 0.5% / MFO 0.5%,302.716877,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,Haldia,HFHSD / LSHF HSD,393.008795,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,Chennai,Marine Fuel 0.5% / MFO 0.5%,302.716877,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,Chennai,HFHSD / LSHF HSD,380.52189,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-17,Kamarajar Port (Ennore),HFHSD / LSHF HSD,380.52189,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,Paradip,Marine Fuel 0.5% / MFO 0.5%,303.269151,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,Visakhapatnam,HFHSD / LSHF HSD,384.213808,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,303.269151,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,385.38726,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,Paradip,HFHSD / LSHF HSD,382.660384,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,303.269151,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,Kamarajar Port (Ennore),HFHSD / LSHF HSD,381.152356,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,Chennai,HFHSD / LSHF HSD,381.152356,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,Chennai,Marine Fuel 0.5% / MFO 0.5%,303.269151,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,303.269151,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,Haldia,Marine Fuel 0.5% / MFO 0.5%,303.269151,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-18,Haldia,HFHSD / LSHF HSD,393.627918,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,Visakhapatnam,HFHSD / LSHF HSD,384.839096,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,303.821425,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,386.03137,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,Paradip,Marine Fuel 0.5% / MFO 0.5%,303.821425,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,Paradip,HFHSD / LSHF HSD,383.285808,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,303.821425,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,Kamarajar Port (Ennore),HFHSD / LSHF HSD,381.782822,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,Haldia,Marine Fuel 0.5% / MFO 0.5%,303.821425,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,Haldia,HFHSD / LSHF HSD,394.247041,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,Chennai,Marine Fuel 0.5% / MFO 0.5%,303.821425,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,Chennai,HFHSD / LSHF HSD,381.782822,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-19,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,303.821425,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,304.373699,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,Visakhapatnam,HFHSD / LSHF HSD,385.464384,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,304.373699,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,386.675479,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,Paradip,Marine Fuel 0.5% / MFO 0.5%,304.373699,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,Paradip,HFHSD / LSHF HSD,383.911233,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,304.373699,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,Haldia,Marine Fuel 0.5% / MFO 0.5%,304.373699,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,Haldia,HFHSD / LSHF HSD,394.866164,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,Chennai,HFHSD / LSHF HSD,382.413288,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,Kamarajar Port (Ennore),HFHSD / LSHF HSD,382.413288,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-20,Chennai,Marine Fuel 0.5% / MFO 0.5%,304.373699,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,304.925973,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,Paradip,HFHSD / LSHF HSD,384.536658,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,Visakhapatnam,HFHSD / LSHF HSD,386.089671,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,304.925973,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,387.319589,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,Paradip,Marine Fuel 0.5% / MFO 0.5%,304.925973,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,304.925973,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,Haldia,Marine Fuel 0.5% / MFO 0.5%,304.925973,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,Haldia,HFHSD / LSHF HSD,395.485288,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,Chennai,Marine Fuel 0.5% / MFO 0.5%,304.925973,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,Chennai,HFHSD / LSHF HSD,383.043753,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-21,Kamarajar Port (Ennore),HFHSD / LSHF HSD,383.043753,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,Visakhapatnam,HFHSD / LSHF HSD,386.714959,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,305.478247,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,387.963699,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,Paradip,Marine Fuel 0.5% / MFO 0.5%,305.478247,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,Paradip,HFHSD / LSHF HSD,385.162082,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,305.478247,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,Kamarajar Port (Ennore),HFHSD / LSHF HSD,383.674219,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,Haldia,Marine Fuel 0.5% / MFO 0.5%,305.478247,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,Haldia,HFHSD / LSHF HSD,396.104411,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,Chennai,Marine Fuel 0.5% / MFO 0.5%,305.478247,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,Chennai,HFHSD / LSHF HSD,383.674219,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-22,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,305.478247,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,306.030521,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,Visakhapatnam,HFHSD / LSHF HSD,387.340247,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,306.030521,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,388.607808,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,Paradip,Marine Fuel 0.5% / MFO 0.5%,306.030521,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,Paradip,HFHSD / LSHF HSD,385.787507,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,Kamarajar Port (Ennore),Marine Fuel 0.5% / MFO 0.5%,306.030521,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,Haldia,Marine Fuel 0.5% / MFO 0.5%,306.030521,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,Haldia,HFHSD / LSHF HSD,396.723534,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,Chennai,Marine Fuel 0.5% / MFO 0.5%,306.030521,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,Chennai,HFHSD / LSHF HSD,384.304685,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-23,Kamarajar Port (Ennore),HFHSD / LSHF HSD,384.304685,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-24,V.O. Chidambaranar Port (Tuticorin),HFHSD / LSHF HSD,389.251918,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-24,Visakhapatnam,Marine Fuel 0.5% / MFO 0.5%,306.582795,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-24,Visakhapatnam,HFHSD / LSHF HSD,387.965534,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-24,V.O. Chidambaranar Port (Tuticorin),Marine Fuel 0.5% / MFO 0.5%,306.582795,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
2020-05-24,Paradip,HFHSD / LSHF HSD,386.412932,USD,USD/MT,India East Coast,Indian Shipping Statistics 2025 / Indian Oil Corporation
